Run,Checkpoint,Modo,Seed,estado,origen,destino
Prompt solo modo,epoch_100_loss_0.8379,dorian,2222,OK,gradio_outputs\eval_E_smoke_fixed\epoch_100_loss_0.8379_dorian_seed2222.flac,audios_unificados\Prompt solo modo\epoch_100_loss_0.8379\dorian_seed2222.flac
Prompt solo modo,epoch_100_loss_0.8379,phrygian,1111,OK,gradio_outputs\eval_E_smoke_fixed\epoch_100_loss_0.8379_phrygian_seed1111.flac,audios_unificados\Prompt solo modo\epoch_100_loss_0.8379\phrygian_seed1111.flac
Prompt solo modo,epoch_100_loss_0.8379,phrygian,2222,OK,gradio_outputs\eval_E_smoke_fixed\epoch_100_loss_0.8379_phrygian_seed2222.flac,audios_unificados\Prompt solo modo\epoch_100_loss_0.8379\phrygian_seed2222.flac
Prompt solo modo,epoch_100_loss_0.8379,lydian,1111,OK,gradio_outputs\eval_E_smoke_fixed\epoch_100_loss_0.8379_lydian_seed1111.flac,audios_unificados\Prompt solo modo\epoch_100_loss_0.8379\lydian_seed1111.flac
Prompt solo modo,epoch_100_loss_0.8379,lydian,2222,OK,gradio_outputs\eval_E_smoke_fixed\epoch_100_loss_0.8379_lydian_seed2222.flac,audios_unificados\Prompt solo modo\epoch_100_loss_0.8379\lydian_seed2222.flac
Prompt solo modo,epoch_100_loss_0.8379,mixolydian,1111,OK,gradio_outputs\eval_E_smoke_fixed\epoch_100_loss_0.8379_mixolydian_seed1111.flac,audios_unificados\Prompt solo modo\epoch_100_loss_0.8379\mixolydian_seed1111.flac
Prompt solo modo,epoch_100_loss_0.8379,mixolydian,2222,OK,gradio_outputs\eval_E_smoke_fixed\epoch_100_loss_0.8379_mixolydian_seed2222.flac,audios_unificados\Prompt solo modo\epoch_100_loss_0.8379\mixolydian_seed2222.flac
Prompt solo modo,epoch_100_loss_0.8379,aeolian,1111,OK,gradio_outputs\eval_E_smoke_fixed\epoch_100_loss_0.8379_aeolian_seed1111.flac,audios_unificados\Prompt solo modo\epoch_100_loss_0.8379\aeolian_seed1111.flac
Prompt solo modo,epoch_100_loss_0.8379,aeolian,2222,OK,gradio_outputs\eval_E_smoke_fixed\epoch_100_loss_0.8379_aeolian_seed2222.flac,audios_unificados\Prompt solo modo\epoch_100_loss_0.8379\aeolian_seed2222.flac
Prompt solo modo,epoch_100_loss_0.8379,locrian,1111,OK,gradio_outputs\eval_E_smoke_fixed\epoch_100_loss_0.8379_locrian_seed1111.flac,audios_unificados\Prompt solo modo\epoch_100_loss_0.8379\locrian_seed1111.flac
Prompt solo modo,epoch_100_loss_0.8379,locrian,2222,OK,gradio_outputs\eval_E_smoke_fixed\epoch_100_loss_0.8379_locrian_seed2222.flac,audios_unificados\Prompt solo modo\epoch_100_loss_0.8379\locrian_seed2222.flac
Exp_01,epoch_40_loss_0.5428,ionian,1111,OK,hparam_sweep\exp_001_B_r32_a32_lr1e-04_do0.05\generated_audio\epoch_40_loss_0.5428_ionian_seed1111.flac,audios_unificados\Exp_01\epoch_40_loss_0.5428\ionian_seed1111.flac
Exp_01,epoch_40_loss_0.5428,ionian,2222,OK,hparam_sweep\exp_001_B_r32_a32_lr1e-04_do0.05\generated_audio\epoch_40_loss_0.5428_ionian_seed2222.flac,audios_unificados\Exp_01\epoch_40_loss_0.5428\ionian_seed2222.flac
Exp_01,epoch_40_loss_0.5428,dorian,1111,OK,hparam_sweep\exp_001_B_r32_a32_lr1e-04_do0.05\generated_audio\epoch_40_loss_0.5428_dorian_seed1111.flac,audios_unificados\Exp_01\epoch_40_loss_0.5428\dorian_seed1111.flac
Exp_01,epoch_40_loss_0.5428,dorian,2222,OK,hparam_sweep\exp_001_B_r32_a32_lr1e-04_do0.05\generated_audio\epoch_40_loss_0.5428_dorian_seed2222.flac,audios_unificados\Exp_01\epoch_40_loss_0.5428\dorian_seed2222.flac
Exp_01,epoch_40_loss_0.5428,phrygian,1111,OK,hparam_sweep\exp_001_B_r32_a32_lr1e-04_do0.05\generated_audio\epoch_40_loss_0.5428_phrygian_seed1111.flac,audios_unificados\Exp_01\epoch_40_loss_0.5428\phrygian_seed1111.flac
Exp_01,epoch_40_loss_0.5428,phrygian,2222,OK,hparam_sweep\exp_001_B_r32_a32_lr1e-04_do0.05\generated_audio\epoch_40_loss_0.5428_phrygian_seed2222.flac,audios_unificados\Exp_01\epoch_40_loss_0.5428\phrygian_seed2222.flac
Exp_01,epoch_40_loss_0.5428,lydian,1111,OK,hparam_sweep\exp_001_B_r32_a32_lr1e-04_do0.05\generated_audio\epoch_40_loss_0.5428_lydian_seed1111.flac,audios_unificados\Exp_01\epoch_40_loss_0.5428\lydian_seed1111.flac
Exp_01,epoch_40_loss_0.5428,lydian,2222,OK,hparam_sweep\exp_001_B_r32_a32_lr1e-04_do0.05\generated_audio\epoch_40_loss_0.5428_lydian_seed2222.flac,audios_unificados\Exp_01\epoch_40_loss_0.5428\lydian_seed2222.flac
Exp_01,epoch_40_loss_0.5428,mixolydian,1111,OK,hparam_sweep\exp_001_B_r32_a32_lr1e-04_do0.05\generated_audio\epoch_40_loss_0.5428_mixolydian_seed1111.flac,audios_unificados\Exp_01\epoch_40_loss_0.5428\mixolydian_seed1111.flac
Exp_01,epoch_40_loss_0.5428,mixolydian,2222,OK,hparam_sweep\exp_001_B_r32_a32_lr1e-04_do0.05\generated_audio\epoch_40_loss_0.5428_mixolydian_seed2222.flac,audios_unificados\Exp_01\epoch_40_loss_0.5428\mixolydian_seed2222.flac
Exp_01,epoch_40_loss_0.5428,aeolian,1111,OK,hparam_sweep\exp_001_B_r32_a32_lr1e-04_do0.05\generated_audio\epoch_40_loss_0.5428_aeolian_seed1111.flac,audios_unificados\Exp_01\epoch_40_loss_0.5428\aeolian_seed1111.flac
Exp_01,epoch_40_loss_0.5428,aeolian,2222,OK,hparam_sweep\exp_001_B_r32_a32_lr1e-04_do0.05\generated_audio\epoch_40_loss_0.5428_aeolian_seed2222.flac,audios_unificados\Exp_01\epoch_40_loss_0.5428\aeolian_seed2222.flac
Exp_01,epoch_40_loss_0.5428,locrian,1111,OK,hparam_sweep\exp_001_B_r32_a32_lr1e-04_do0.05\generated_audio\epoch_40_loss_0.5428_locrian_seed1111.flac,audios_unificados\Exp_01\epoch_40_loss_0.5428\locrian_seed1111.flac
Exp_01,epoch_40_loss_0.5428,locrian,2222,OK,hparam_sweep\exp_001_B_r32_a32_lr1e-04_do0.05\generated_audio\epoch_40_loss_0.5428_locrian_seed2222.flac,audios_unificados\Exp_01\epoch_40_loss_0.5428\locrian_seed2222.flac
Exp_01,epoch_80_loss_0.5770,ionian,1111,OK,hparam_sweep\exp_001_B_r32_a32_lr1e-04_do0.05\generated_audio\epoch_80_loss_0.5770_ionian_seed1111.flac,audios_unificados\Exp_01\epoch_80_loss_0.5770\ionian_seed1111.flac
Exp_01,epoch_80_loss_0.5770,ionian,2222,OK,hparam_sweep\exp_001_B_r32_a32_lr1e-04_do0.05\generated_audio\epoch_80_loss_0.5770_ionian_seed2222.flac,audios_unificados\Exp_01\epoch_80_loss_0.5770\ionian_seed2222.flac
Exp_01,epoch_80_loss_0.5770,dorian,1111,OK,hparam_sweep\exp_001_B_r32_a32_lr1e-04_do0.05\generated_audio\epoch_80_loss_0.5770_dorian_seed1111.flac,audios_unificados\Exp_01\epoch_80_loss_0.5770\dorian_seed1111.flac
Exp_01,epoch_80_loss_0.5770,dorian,2222,OK,hparam_sweep\exp_001_B_r32_a32_lr1e-04_do0.05\generated_audio\epoch_80_loss_0.5770_dorian_seed2222.flac,audios_unificados\Exp_01\epoch_80_loss_0.5770\dorian_seed2222.flac
Exp_01,epoch_80_loss_0.5770,phrygian,1111,OK,hparam_sweep\exp_001_B_r32_a32_lr1e-04_do0.05\generated_audio\epoch_80_loss_0.5770_phrygian_seed1111.flac,audios_unificados\Exp_01\epoch_80_loss_0.5770\phrygian_seed1111.flac
Exp_01,epoch_80_loss_0.5770,phrygian,2222,OK,hparam_sweep\exp_001_B_r32_a32_lr1e-04_do0.05\generated_audio\epoch_80_loss_0.5770_phrygian_seed2222.flac,audios_unificados\Exp_01\epoch_80_loss_0.5770\phrygian_seed2222.flac
Exp_01,epoch_80_loss_0.5770,lydian,1111,OK,hparam_sweep\exp_001_B_r32_a32_lr1e-04_do0.05\generated_audio\epoch_80_loss_0.5770_lydian_seed1111.flac,audios_unificados\Exp_01\epoch_80_loss_0.5770\lydian_seed1111.flac
Exp_01,epoch_80_loss_0.5770,lydian,2222,OK,hparam_sweep\exp_001_B_r32_a32_lr1e-04_do0.05\generated_audio\epoch_80_loss_0.5770_lydian_seed2222.flac,audios_unificados\Exp_01\epoch_80_loss_0.5770\lydian_seed2222.flac
Exp_01,epoch_80_loss_0.5770,mixolydian,1111,OK,hparam_sweep\exp_001_B_r32_a32_lr1e-04_do0.05\generated_audio\epoch_80_loss_0.5770_mixolydian_seed1111.flac,audios_unificados\Exp_01\epoch_80_loss_0.5770\mixolydian_seed1111.flac
Exp_01,epoch_80_loss_0.5770,mixolydian,2222,OK,hparam_sweep\exp_001_B_r32_a32_lr1e-04_do0.05\generated_audio\epoch_80_loss_0.5770_mixolydian_seed2222.flac,audios_unificados\Exp_01\epoch_80_loss_0.5770\mixolydian_seed2222.flac
Exp_01,epoch_80_loss_0.5770,aeolian,1111,OK,hparam_sweep\exp_001_B_r32_a32_lr1e-04_do0.05\generated_audio\epoch_80_loss_0.5770_aeolian_seed1111.flac,audios_unificados\Exp_01\epoch_80_loss_0.5770\aeolian_seed1111.flac
Exp_01,epoch_80_loss_0.5770,aeolian,2222,OK,hparam_sweep\exp_001_B_r32_a32_lr1e-04_do0.05\generated_audio\epoch_80_loss_0.5770_aeolian_seed2222.flac,audios_unificados\Exp_01\epoch_80_loss_0.5770\aeolian_seed2222.flac
Exp_01,epoch_80_loss_0.5770,locrian,1111,OK,hparam_sweep\exp_001_B_r32_a32_lr1e-04_do0.05\generated_audio\epoch_80_loss_0.5770_locrian_seed1111.flac,audios_unificados\Exp_01\epoch_80_loss_0.5770\locrian_seed1111.flac
Exp_01,epoch_80_loss_0.5770,locrian,2222,OK,hparam_sweep\exp_001_B_r32_a32_lr1e-04_do0.05\generated_audio\epoch_80_loss_0.5770_locrian_seed2222.flac,audios_unificados\Exp_01\epoch_80_loss_0.5770\locrian_seed2222.flac
Exp_02,epoch_40_loss_0.5428,ionian,1111,OK,hparam_sweep\exp_002_B_r32_a32_lr1e-04_do0.1\generated_audio\epoch_40_loss_0.5428_ionian_seed1111.flac,audios_unificados\Exp_02\epoch_40_loss_0.5428\ionian_seed1111.flac
Exp_02,epoch_40_loss_0.5428,ionian,2222,OK,hparam_sweep\exp_002_B_r32_a32_lr1e-04_do0.1\generated_audio\epoch_40_loss_0.5428_ionian_seed2222.flac,audios_unificados\Exp_02\epoch_40_loss_0.5428\ionian_seed2222.flac
Exp_02,epoch_40_loss_0.5428,dorian,1111,OK,hparam_sweep\exp_002_B_r32_a32_lr1e-04_do0.1\generated_audio\epoch_40_loss_0.5428_dorian_seed1111.flac,audios_unificados\Exp_02\epoch_40_loss_0.5428\dorian_seed1111.flac
Exp_02,epoch_40_loss_0.5428,dorian,2222,OK,hparam_sweep\exp_002_B_r32_a32_lr1e-04_do0.1\generated_audio\epoch_40_loss_0.5428_dorian_seed2222.flac,audios_unificados\Exp_02\epoch_40_loss_0.5428\dorian_seed2222.flac
Exp_02,epoch_40_loss_0.5428,phrygian,1111,OK,hparam_sweep\exp_002_B_r32_a32_lr1e-04_do0.1\generated_audio\epoch_40_loss_0.5428_phrygian_seed1111.flac,audios_unificados\Exp_02\epoch_40_loss_0.5428\phrygian_seed1111.flac
Exp_02,epoch_40_loss_0.5428,phrygian,2222,OK,hparam_sweep\exp_002_B_r32_a32_lr1e-04_do0.1\generated_audio\epoch_40_loss_0.5428_phrygian_seed2222.flac,audios_unificados\Exp_02\epoch_40_loss_0.5428\phrygian_seed2222.flac
Exp_02,epoch_40_loss_0.5428,lydian,1111,OK,hparam_sweep\exp_002_B_r32_a32_lr1e-04_do0.1\generated_audio\epoch_40_loss_0.5428_lydian_seed1111.flac,audios_unificados\Exp_02\epoch_40_loss_0.5428\lydian_seed1111.flac
Exp_02,epoch_40_loss_0.5428,lydian,2222,OK,hparam_sweep\exp_002_B_r32_a32_lr1e-04_do0.1\generated_audio\epoch_40_loss_0.5428_lydian_seed2222.flac,audios_unificados\Exp_02\epoch_40_loss_0.5428\lydian_seed2222.flac
Exp_02,epoch_40_loss_0.5428,mixolydian,1111,OK,hparam_sweep\exp_002_B_r32_a32_lr1e-04_do0.1\generated_audio\epoch_40_loss_0.5428_mixolydian_seed1111.flac,audios_unificados\Exp_02\epoch_40_loss_0.5428\mixolydian_seed1111.flac
Exp_02,epoch_40_loss_0.5428,mixolydian,2222,OK,hparam_sweep\exp_002_B_r32_a32_lr1e-04_do0.1\generated_audio\epoch_40_loss_0.5428_mixolydian_seed2222.flac,audios_unificados\Exp_02\epoch_40_loss_0.5428\mixolydian_seed2222.flac
Exp_02,epoch_40_loss_0.5428,aeolian,1111,OK,hparam_sweep\exp_002_B_r32_a32_lr1e-04_do0.1\generated_audio\epoch_40_loss_0.5428_aeolian_seed1111.flac,audios_unificados\Exp_02\epoch_40_loss_0.5428\aeolian_seed1111.flac
Exp_02,epoch_40_loss_0.5428,aeolian,2222,OK,hparam_sweep\exp_002_B_r32_a32_lr1e-04_do0.1\generated_audio\epoch_40_loss_0.5428_aeolian_seed2222.flac,audios_unificados\Exp_02\epoch_40_loss_0.5428\aeolian_seed2222.flac
Exp_02,epoch_40_loss_0.5428,locrian,1111,OK,hparam_sweep\exp_002_B_r32_a32_lr1e-04_do0.1\generated_audio\epoch_40_loss_0.5428_locrian_seed1111.flac,audios_unificados\Exp_02\epoch_40_loss_0.5428\locrian_seed1111.flac
Exp_02,epoch_40_loss_0.5428,locrian,2222,OK,hparam_sweep\exp_002_B_r32_a32_lr1e-04_do0.1\generated_audio\epoch_40_loss_0.5428_locrian_seed2222.flac,audios_unificados\Exp_02\epoch_40_loss_0.5428\locrian_seed2222.flac
Exp_02,epoch_80_loss_0.5770,ionian,1111,OK,hparam_sweep\exp_002_B_r32_a32_lr1e-04_do0.1\generated_audio\epoch_80_loss_0.5770_ionian_seed1111.flac,audios_unificados\Exp_02\epoch_80_loss_0.5770\ionian_seed1111.flac
Exp_02,epoch_80_loss_0.5770,ionian,2222,OK,hparam_sweep\exp_002_B_r32_a32_lr1e-04_do0.1\generated_audio\epoch_80_loss_0.5770_ionian_seed2222.flac,audios_unificados\Exp_02\epoch_80_loss_0.5770\ionian_seed2222.flac
Exp_02,epoch_80_loss_0.5770,dorian,1111,OK,hparam_sweep\exp_002_B_r32_a32_lr1e-04_do0.1\generated_audio\epoch_80_loss_0.5770_dorian_seed1111.flac,audios_unificados\Exp_02\epoch_80_loss_0.5770\dorian_seed1111.flac
Exp_02,epoch_80_loss_0.5770,dorian,2222,OK,hparam_sweep\exp_002_B_r32_a32_lr1e-04_do0.1\generated_audio\epoch_80_loss_0.5770_dorian_seed2222.flac,audios_unificados\Exp_02\epoch_80_loss_0.5770\dorian_seed2222.flac
Exp_02,epoch_80_loss_0.5770,phrygian,1111,OK,hparam_sweep\exp_002_B_r32_a32_lr1e-04_do0.1\generated_audio\epoch_80_loss_0.5770_phrygian_seed1111.flac,audios_unificados\Exp_02\epoch_80_loss_0.5770\phrygian_seed1111.flac
Exp_02,epoch_80_loss_0.5770,phrygian,2222,OK,hparam_sweep\exp_002_B_r32_a32_lr1e-04_do0.1\generated_audio\epoch_80_loss_0.5770_phrygian_seed2222.flac,audios_unificados\Exp_02\epoch_80_loss_0.5770\phrygian_seed2222.flac
Exp_02,epoch_80_loss_0.5770,lydian,1111,OK,hparam_sweep\exp_002_B_r32_a32_lr1e-04_do0.1\generated_audio\epoch_80_loss_0.5770_lydian_seed1111.flac,audios_unificados\Exp_02\epoch_80_loss_0.5770\lydian_seed1111.flac
Exp_02,epoch_80_loss_0.5770,lydian,2222,OK,hparam_sweep\exp_002_B_r32_a32_lr1e-04_do0.1\generated_audio\epoch_80_loss_0.5770_lydian_seed2222.flac,audios_unificados\Exp_02\epoch_80_loss_0.5770\lydian_seed2222.flac
Exp_02,epoch_80_loss_0.5770,mixolydian,1111,OK,hparam_sweep\exp_002_B_r32_a32_lr1e-04_do0.1\generated_audio\epoch_80_loss_0.5770_mixolydian_seed1111.flac,audios_unificados\Exp_02\epoch_80_loss_0.5770\mixolydian_seed1111.flac
Exp_02,epoch_80_loss_0.5770,mixolydian,2222,OK,hparam_sweep\exp_002_B_r32_a32_lr1e-04_do0.1\generated_audio\epoch_80_loss_0.5770_mixolydian_seed2222.flac,audios_unificados\Exp_02\epoch_80_loss_0.5770\mixolydian_seed2222.flac
Exp_02,epoch_80_loss_0.5770,aeolian,1111,OK,hparam_sweep\exp_002_B_r32_a32_lr1e-04_do0.1\generated_audio\epoch_80_loss_0.5770_aeolian_seed1111.flac,audios_unificados\Exp_02\epoch_80_loss_0.5770\aeolian_seed1111.flac
Exp_02,epoch_80_loss_0.5770,aeolian,2222,OK,hparam_sweep\exp_002_B_r32_a32_lr1e-04_do0.1\generated_audio\epoch_80_loss_0.5770_aeolian_seed2222.flac,audios_unificados\Exp_02\epoch_80_loss_0.5770\aeolian_seed2222.flac
Exp_02,epoch_80_loss_0.5770,locrian,1111,OK,hparam_sweep\exp_002_B_r32_a32_lr1e-04_do0.1\generated_audio\epoch_80_loss_0.5770_locrian_seed1111.flac,audios_unificados\Exp_02\epoch_80_loss_0.5770\locrian_seed1111.flac
Exp_02,epoch_80_loss_0.5770,locrian,2222,OK,hparam_sweep\exp_002_B_r32_a32_lr1e-04_do0.1\generated_audio\epoch_80_loss_0.5770_locrian_seed2222.flac,audios_unificados\Exp_02\epoch_80_loss_0.5770\locrian_seed2222.flac
Exp_09,epoch_60_loss_0.5960,ionian,1111,OK,manual_eval_shortlist\03_exp_009_B_r64_a32_lr1e-04_do0.05\epoch_60_loss_0.5960_ionian_seed1111.flac,audios_unificados\Exp_09\epoch_60_loss_0.5960\ionian_seed1111.flac
Exp_09,epoch_60_loss_0.5960,ionian,2222,OK,manual_eval_shortlist\03_exp_009_B_r64_a32_lr1e-04_do0.05\epoch_60_loss_0.5960_ionian_seed2222.flac,audios_unificados\Exp_09\epoch_60_loss_0.5960\ionian_seed2222.flac
Exp_09,epoch_60_loss_0.5960,dorian,1111,OK,manual_eval_shortlist\03_exp_009_B_r64_a32_lr1e-04_do0.05\epoch_60_loss_0.5960_dorian_seed1111.flac,audios_unificados\Exp_09\epoch_60_loss_0.5960\dorian_seed1111.flac
Exp_09,epoch_60_loss_0.5960,dorian,2222,OK,manual_eval_shortlist\03_exp_009_B_r64_a32_lr1e-04_do0.05\epoch_60_loss_0.5960_dorian_seed2222.flac,audios_unificados\Exp_09\epoch_60_loss_0.5960\dorian_seed2222.flac
Exp_09,epoch_60_loss_0.5960,phrygian,1111,OK,manual_eval_shortlist\03_exp_009_B_r64_a32_lr1e-04_do0.05\epoch_60_loss_0.5960_phrygian_seed1111.flac,audios_unificados\Exp_09\epoch_60_loss_0.5960\phrygian_seed1111.flac
Exp_09,epoch_60_loss_0.5960,phrygian,2222,OK,manual_eval_shortlist\03_exp_009_B_r64_a32_lr1e-04_do0.05\epoch_60_loss_0.5960_phrygian_seed2222.flac,audios_unificados\Exp_09\epoch_60_loss_0.5960\phrygian_seed2222.flac
Exp_09,epoch_60_loss_0.5960,lydian,1111,OK,manual_eval_shortlist\03_exp_009_B_r64_a32_lr1e-04_do0.05\epoch_60_loss_0.5960_lydian_seed1111.flac,audios_unificados\Exp_09\epoch_60_loss_0.5960\lydian_seed1111.flac
Exp_09,epoch_60_loss_0.5960,lydian,2222,OK,manual_eval_shortlist\03_exp_009_B_r64_a32_lr1e-04_do0.05\epoch_60_loss_0.5960_lydian_seed2222.flac,audios_unificados\Exp_09\epoch_60_loss_0.5960\lydian_seed2222.flac
Exp_09,epoch_60_loss_0.5960,mixolydian,1111,OK,manual_eval_shortlist\03_exp_009_B_r64_a32_lr1e-04_do0.05\epoch_60_loss_0.5960_mixolydian_seed1111.flac,audios_unificados\Exp_09\epoch_60_loss_0.5960\mixolydian_seed1111.flac
Exp_09,epoch_60_loss_0.5960,mixolydian,2222,OK,manual_eval_shortlist\03_exp_009_B_r64_a32_lr1e-04_do0.05\epoch_60_loss_0.5960_mixolydian_seed2222.flac,audios_unificados\Exp_09\epoch_60_loss_0.5960\mixolydian_seed2222.flac
Exp_09,epoch_60_loss_0.5960,aeolian,1111,OK,manual_eval_shortlist\03_exp_009_B_r64_a32_lr1e-04_do0.05\epoch_60_loss_0.5960_aeolian_seed1111.flac,audios_unificados\Exp_09\epoch_60_loss_0.5960\aeolian_seed1111.flac
Exp_09,epoch_60_loss_0.5960,aeolian,2222,OK,manual_eval_shortlist\03_exp_009_B_r64_a32_lr1e-04_do0.05\epoch_60_loss_0.5960_aeolian_seed2222.flac,audios_unificados\Exp_09\epoch_60_loss_0.5960\aeolian_seed2222.flac
Exp_09,epoch_60_loss_0.5960,locrian,1111,OK,manual_eval_shortlist\03_exp_009_B_r64_a32_lr1e-04_do0.05\epoch_60_loss_0.5960_locrian_seed1111.flac,audios_unificados\Exp_09\epoch_60_loss_0.5960\locrian_seed1111.flac
Exp_09,epoch_60_loss_0.5960,locrian,2222,OK,manual_eval_shortlist\03_exp_009_B_r64_a32_lr1e-04_do0.05\epoch_60_loss_0.5960_locrian_seed2222.flac,audios_unificados\Exp_09\epoch_60_loss_0.5960\locrian_seed2222.flac
Exp_09,epoch_80_loss_0.5371,ionian,1111,OK,manual_eval_shortlist\03_exp_009_B_r64_a32_lr1e-04_do0.05\epoch_80_loss_0.5371_ionian_seed1111.flac,audios_unificados\Exp_09\epoch_80_loss_0.5371\ionian_seed1111.flac
Exp_09,epoch_80_loss_0.5371,ionian,2222,OK,manual_eval_shortlist\03_exp_009_B_r64_a32_lr1e-04_do0.05\epoch_80_loss_0.5371_ionian_seed2222.flac,audios_unificados\Exp_09\epoch_80_loss_0.5371\ionian_seed2222.flac
Exp_09,epoch_80_loss_0.5371,dorian,1111,OK,manual_eval_shortlist\03_exp_009_B_r64_a32_lr1e-04_do0.05\epoch_80_loss_0.5371_dorian_seed1111.flac,audios_unificados\Exp_09\epoch_80_loss_0.5371\dorian_seed1111.flac
